Accession Number	Annotation	1	2	3
SPO0319	Decaprenyl diphosphate synthase (EC 2.5.1.31)	3.54E+06	5.17E+06	5.07E+06
SPO0320	DUF2007 domain-containing protein	617526	1.16E+06	1.03E+06
SPO0321	Methyltransferase domain-containing protein	1.30E+06	1.17E+06	1.08E+06
SPO0322	DUF465 domain-containing protein	2.15E+07	1.87E+07	1.87E+07
SPO0324	"Transcriptional regulator, LysR family"	364923	342181	381004
SPO0325	Acetoacetyl-CoA reductase (EC 1.1.1.36)	7.92E+07	6.85E+07	6.55E+07
SPO0326	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	1.09E+08	9.03E+07	9.12E+07
SPO0327	EAL domain protein	267640	264517	289887
SPO0328	Fatty acid hydroxylase domain-containing protein	268687	216154	200980
SPO0329	Uncharacterized protein	1.17E+06	1.28E+06	942549
SPO0330	Cytochrome c peroxidase (EC 1.11.1.5)	145625	311695	437907
SPO0331	"Thiol:disulfide interchange protein, putative"	5.48E+06	6.08E+06	5.89E+06
SPO0332	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	8.20E+06	1.33E+07	1.25E+07
SPO0334	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	3.77E+06	3.65E+06	3.75E+06
SPO0335	TIGR02302 family protein	1.00E+06	1.37E+06	1.38E+06
SPO0336	MJ0042 family finger-like domain protein	6.62E+06	6.19E+06	6.81E+06
SPO0337	Cell division ATP-binding protein FtsE	1.62E+06	1.89E+06	2.07E+06
SPO0338	"Cell division permease protein FtsX, putative"	2.29E+06	2.28E+06	2.05E+06
SPO0339	Acyltransferase family protein	2.93E+06	3.23E+06	3.13E+06
SPO0340	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	1.57E+07	1.71E+07	1.69E+07
SPO0342	ABM domain-containing protein	535667	825690	940562
SPO0343	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2)	1.85E+07	1.93E+07	1.83E+07
SPO0344	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase)	7.67E+06	8.04E+06	7.94E+06
SPO0344a	Unknown	1.80E+06	1.38E+06	1.38E+06
SPO0345	DUF805 domain-containing protein	477976	627238	656574
SPO0346	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	2.98E+07	3.25E+07	3.22E+07
SPO0346a	Unknown	2.29E+06	1.72E+06	1.75E+06
SPO0347	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	3.43E+07	3.68E+07	3.59E+07
SPO0348	"Glycosyl transferase, group 2 family protein"	2.64E+06	2.36E+06	2.43E+06
SPO0349	Malate dehydrogenase (EC 1.1.1.37)	6.57E+07	7.49E+07	7.40E+07
SPO0352	"Citrate lyase, beta subunit (EC 4.1.3.34, EC 4.1.3.6)"	3.45E+06	4.51E+06	4.70E+06
SPO0353	NnrU family protein	1.05E+06	502269	563814
SPO0354	DUF1737 domain-containing protein	283327	581188	576137
SPO0355	Uncharacterized protein	1.15E+07	1.20E+07	1.18E+07
SPO0356	Lipoprotein	389833	605652	660913
SPO0357	von Willebrand factor type A domain protein	169739	109681	108258
SPO0358	Succinate dehydrogenase cytochrome b556 subunit	311579	652431	579333
SPO0359	Succinate dehydrogenase hydrophobic membrane anchor subunit	596591	892938	888729
SPO0360	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	2.16E+07	2.06E+07	2.17E+07
SPO0360a	Unknown	2.21E+07	1.28E+07	1.09E+07
SPO0361	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	6.62E+06	7.79E+06	8.38E+06
SPO0362	Type I secretion target repeat protein	3.28E+06	5.47E+06	4.76E+06
SPO0365	DUF1989 domain-containing protein	2.54E+06	2.61E+06	2.76E+06
SPO0366	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	1.79E+06	1.60E+06	1.80E+06
SPO0367	"DNA-binding protein, H-NS family"	1.95E+07	2.01E+07	2.07E+07
SPO0368	Methylmalonyl-CoA mutase (EC 5.4.99.2)	1.03E+06	1.10E+06	1.02E+06
SPO0369	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	1.63E+06	1.97E+06	1.88E+06
SPO0370	Crotonyl-CoA reductase	1.81E+07	1.55E+07	1.49E+07
SPO0371	Autoinducer-binding transcriptional regulator LuxR	684122	982837	895205
SPO0372	Acyl-homoserine-lactone synthase (EC 2.3.1.184) (Autoinducer synthesis protein)	629871	635908	699609
SPO0373	"Helicase, ATP-dependent, putative"	1.91E+06	1.98E+06	2.04E+06
SPO0374	Transmembrane protein	1.12E+06	1.23E+06	1.44E+06
SPO0375	Probable membrane transporter protein	236007	253821	280561
SPO0376	"Sugar ABC transporter, permease protein"	2.07E+06	2.89E+06	2.99E+06
SPO0377	"Sugar ABC transporter, permease protein"	451520	251005	231448
SPO0378	"Sugar ABC transporter, ATP-binding protein"	2.33E+06	2.46E+06	2.43E+06
SPO0379	"Sugar ABC transporter, periplasmic sugar-binding protein"	1.88E+07	2.40E+07	2.41E+07
SPO0380	"Ribosomal-protein-alanine acetyltransferase, putative"	134866
SPO0381	"Protease, putative"	504230	496808	468022
SPO0382	NifU domain protein	8.26E+06	9.94E+06	1.08E+07
SPO0383	FMN-dependent NADH:quinone oxidoreductase (EC 1.6.5.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase) (FMN-dependent NADH-azoreductase) (EC 1.7.1.17)			98057.3
SPO0384	Zinc finger CGNR domain-containing protein	248574	263058	312614
SPO0385	2-hydroxychromene-2-carboxylate isomerase (EC 5.99.1.4)	2.42E+06	1.84E+06	1.80E+06
SPO0386	Universal stress family protein	5.05E+06	5.55E+06	6.05E+06
SPO0387	"Membrane protein, putative"		118301	102647
SPO0388	Probable branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	5.24E+06	5.32E+06	5.31E+06
SPO0389	"Transcriptional regulator, AsnC family"	898454	1.10E+06	1.10E+06
SPO0390	Glutamate/leucine/phenylalanine/valine dehydrogenase family protein	4.03E+06	3.47E+06	3.99E+06
SPO0391	"Biphenyl-2,3-diol 1,2-dioxygenase III (EC 1.13.11.39)"	1.16E+06	1.10E+06	1.22E+06
SPO0392	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	2.31E+07	2.03E+07	2.05E+07
SPO0393	Rhomboid family protein	480983	949453	858638
SPO0395	Cyclic nucleotide-binding protein	959777	979885	985628
SPO0396	Probable lipid II flippase MurJ	297587	193715	284789
SPO0397	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	1.89E+06	2.29E+06	2.19E+06
SPO0398	Leucine-binding protein domain-containing protein	2.69E+07	2.59E+07	2.60E+07
SPO0399	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	1.74E+06	1.57E+06	1.57E+06
SPO0400	UPF0102 protein SPO0400	51382.9	44956.5	68047.5
SPO0401	Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)	1.41E+07	1.62E+07	1.63E+07
SPO0402	Competence protein ComM	2.12E+06	2.14E+06	2.07E+06
SPO0403	GST N-terminal domain-containing protein	4.60E+06	4.62E+06	4.85E+06
SPO0404	Phosphoglycerate mutase family protein	905912	1.08E+06	1.06E+06
SPO0405	Bifunctional adenosylcobalamin biosynthesis protein (EC 2.7.1.156) (EC 2.7.7.62)	781768	806469	840138
SPO0406	RNA polymerase sigma-32 factor	133398	96399.5	137705
SPO0407	Haem-binding uptake Tiki superfamily ChaN domain-containing protein	1.09E+06	1.38E+06	1.42E+06
SPO0408	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	8.68E+06	6.20E+06	6.53E+06
SPO0409	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	6.10E+06	6.68E+06	6.44E+06
SPO0410	"Molybdopterin biosynthesis protein MoeB, putative"	1.15E+06	1.33E+06	1.45E+06
SPO0411	Hedgehog/Intein (Hint) domain-containing protein	129960	81668.6	76776.6
SPO0412	Phasin domain-containing protein	1.21E+07	1.42E+07	1.38E+07
SPO0413	Cys/Met metabolism PLP-dependent enzyme family protein	389040	393065	428656
SPO0414	"Peptidyl-dipeptidase, putative"	9.42E+06	9.37E+06	9.52E+06
SPO0415	D-isomer specific 2-hydroxyacid dehydrogenase family protein	3.96E+06	4.85E+06	4.77E+06
SPO0416	Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.99.28) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)	353875	404812	353434
SPO0417	Penicillin-binding protein 2	1.22E+06	1.17E+06	1.03E+06
SPO0418	"Membrane protein, putative"	478333	541065	467985
SPO0419	Cell shape-determining protein MreC (Cell shape protein MreC)	1.70E+06	1.75E+06	1.54E+06
SPO0420	Cell shape-determining protein MreB	1.16E+07	1.02E+07	1.01E+07
SPO0421	Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.266) (23S rRNA (adenine(2030)-N6)-methyltransferase) (23S rRNA m6A2030 methyltransferase)	1.31E+06	1.06E+06	1.11E+06
SPO0422	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	1.15E+07	1.17E+07	1.18E+07
SPO0423	"DNA-binding protein, putative"	226850	349881	336338
SPO0424	Membrane protein	83752		59438.9
SPO0425	MORN repeat protein	1.63E+06	2.51E+06	2.59E+06
SPO0426	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	5.73E+06	6.70E+06	6.63E+06
SPO0428	"Amino acid deaminase, putative"	1.84E+06	1.70E+06	1.66E+06
SPO0429	Metallo-beta-lactamase family protein	1.26E+06	1.22E+06	1.18E+06
SPO0430	Glutamate--tRNA ligase 1 (EC 6.1.1.17) (Glutamyl-tRNA synthetase 1) (GluRS 1)	7.16E+06	6.59E+06	6.74E+06
SPO0431	Gamma-glutamylcyclotransferase AIG2-like domain-containing protein	754853	794805	753207
SPO0432	Rrf2 family protein	491290	537050	554766
SPO0433	"ABC transporter, permease protein"	934623	1.02E+06	1.01E+06
SPO0434	"ABC transporter, ATP-binding protein"	2.14E+06	1.92E+06	1.94E+06
SPO0435	"Acyl-CoA thioesterase, putative"	553974	1.05E+06	1.01E+06
SPO0436	Abasic site processing protein (EC 3.4.-.-)	897032	633987	664264
SPO0437	Cold shock family protein	2.09E+07	1.70E+07	1.79E+07
SPO0438	ErfK/YbiS/YcfS/YnhG family protein/Tat domain protein	2.26E+06	2.27E+06	2.33E+06
SPO0440	Thioesterase family protein	2.81E+06	2.80E+06	3.15E+06
SPO0442	Thioredoxin	2.28E+06	1.60E+06	1.79E+06
SPO0445	Transposase IS200-like domain-containing protein	161028	146969	89554.6
SPO0446	Energy-dependent translational throttle protein EttA (EC 3.6.1.-) (Translational regulatory factor EttA)	2.07E+07	1.67E+07	1.65E+07
SPO0447	Uncharacterized protein		3809.89
SPO0448	MOSC domain protein	465614	432809	399120
SPO0449	Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	1.33E+06	931906	947254
SPO0450	"Membrane protein, putative"
SPO0451	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase (EC 3.4.16.4)	2.72E+06	2.31E+06	2.20E+06
SPO0452	Co-chaperone DjlA N-terminal domain-containing protein	200367	582390	835500
SPO0454	"Transcriptional regulator, LysR family"	1.49E+06	1.40E+06	1.40E+06
SPO0455	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	7.83E+06	8.01E+06	7.77E+06
SPO0456	DUF4389 domain-containing protein	3.63E+06	2.61E+06	2.71E+06
SPO0457	DUF4864 domain-containing protein	43496.1	122115	144220
SPO0459	Pectate lyase superfamily protein domain-containing protein	1.11E+06	1.25E+06	1.30E+06
SPO0460	Lipoprotein	347954	324014	372357
SPO0461	ParA family protein	4.95E+06	5.56E+06	5.67E+06
SPO0462	Antibiotic biosynthesis monooxygenase domain protein	1.03E+07	9.12E+06	9.18E+06
SPO0463	Universal stress family protein	5.41E+06	5.50E+06	5.32E+06
SPO0464	RNase NYN domain-containing protein	1.08E+06	1.12E+06	1.16E+06
SPO0465	Pyridoxamine 5'-phosphate oxidase family protein	417176	351368	327721
SPO0466	"Transporter, formate/nitrate family"	693423	591171	582670
SPO0467	"Transcriptional regulator, GntR family"	442673	386956	388511
SPO0468	Alkylphosphonate utilization protein PhnG	407505	556919	529880
SPO0469	Alkylphosphonate utilization protein PhnH	180642	214147	190099
SPO0470	Alkylphosphonate utilization protein PhnI	236502	236218	221906
SPO0471	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase (PRPn C-P lyase) (EC 4.7.1.1)	504688	443989	359538
SPO0472	Alkylphosphonate utilization protein PhnK	185187	207653	181488
SPO0473	Alkylphosphonate utilization protein PhnL	147108	157778	155937
SPO0474	"Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23) (Ribose 1,5-bisphosphokinase)"	663331	596145	664228
SPO0475	Phosphonate metabolism protein	1.06E+06	1.20E+06	1.22E+06
SPO0476	Alkylphosphonate utilization protein PhnM	1.61E+06	1.75E+06	1.83E+06
SPO0477	Excalibur calcium-binding domain-containing protein	275992	400568	223828
SPO0478	DUF1344 domain-containing protein	225275	695372	884928
SPO0479	"ISSpo8, transposase"		167303	393368
SPO0481	"Acetyltransferase, GNAT family"	2.37E+06	2.12E+06	2.03E+06
SPO0482	NADH-ubiquinone oxidoreductase family protein	9.64E+06	8.19E+06	7.77E+06
SPO0483	"Microcystin dependent protein, putative"	4.81E+06	3.83E+06	3.97E+06
SPO0484	Large ribosomal subunit protein uL2 (50S ribosomal protein L2)	7.42E+07	5.56E+07	5.88E+07
SPO0485	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	8.36E+07	4.75E+07	4.36E+07
SPO0486	Large ribosomal subunit protein uL22 (50S ribosomal protein L22)	5.52E+07	3.20E+07	3.34E+07
SPO0487	Small ribosomal subunit protein uS3 (30S ribosomal protein S3)	1.05E+08	1.05E+08	1.03E+08
SPO0488	Large ribosomal subunit protein uL16 (50S ribosomal protein L16)	6.83E+07	4.54E+07	4.30E+07
SPO0490	Calcium-binding domain protein	683057	1.07E+06	1.19E+06
SPO0491	Fe2OG dioxygenase domain-containing protein	2.98E+06	4.51E+06	4.56E+06
SPO0491a	Unknown	1.40E+06	2.04E+06	1.72E+06
SPO0492	Cyclic nucleotide-binding domain protein	187056	215461	238684
SPO0493	Large ribosomal subunit protein uL29 (50S ribosomal protein L29)	1.88E+07	2.50E+07	2.06E+07
SPO0494	Small ribosomal subunit protein uS17 (30S ribosomal protein S17)	2.47E+07	1.10E+07	1.12E+07
SPO0495	Large ribosomal subunit protein uL14 (50S ribosomal protein L14)	3.96E+07	2.94E+07	2.81E+07
SPO0496	Large ribosomal subunit protein uL24 (50S ribosomal protein L24)	1.34E+08	4.13E+07	3.96E+07
SPO0497	Large ribosomal subunit protein uL5 (50S ribosomal protein L5)	5.30E+07	4.70E+07	4.36E+07
SPO0498	Small ribosomal subunit protein uS14 (30S ribosomal protein S14)	1.28E+08	7.60E+07	7.80E+07
SPO0499	Small ribosomal subunit protein uS8 (30S ribosomal protein S8)	1.00E+08	5.46E+07	5.46E+07
SPO0500	Large ribosomal subunit protein uL6 (50S ribosomal protein L6)	3.07E+07	2.71E+07	2.92E+07
SPO0501	Large ribosomal subunit protein uL18 (50S ribosomal protein L18)	9.65E+07	8.79E+07	8.29E+07
SPO0502	Small ribosomal subunit protein uS5 (30S ribosomal protein S5)	8.73E+07	5.95E+07	5.97E+07
SPO0503	Large ribosomal subunit protein uL30 (50S ribosomal protein L30)	1.26E+08	7.38E+07	7.39E+07
SPO0504	Lipoprotein	2.33E+07	2.28E+07	2.37E+07
SPO0504a	Unknown	2.78E+06	2.69E+06	2.44E+06
SPO0505	Large ribosomal subunit protein uL15 (50S ribosomal protein L15)	7.29E+07	4.20E+07	3.99E+07
SPO0506	Protein translocase subunit SecY	5.24E+06	5.98E+06	5.70E+06
SPO0507	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	8.42E+06	8.69E+06	8.21E+06
SPO0508	PET hydrolase-like domain-containing protein	925872	975257	897732
SPO0509	Small ribosomal subunit protein uS13 (30S ribosomal protein S13)	1.02E+08	8.86E+07	8.82E+07
SPO0510	Small ribosomal subunit protein uS11 (30S ribosomal protein S11)	5.74E+07	4.25E+07	4.25E+07
SPO0511	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	3.80E+07	5.13E+07	5.22E+07
SPO0512	Large ribosomal subunit protein bL17 (50S ribosomal protein L17)	4.57E+07	3.14E+07	3.13E+07
SPO0513	DUF3052 domain-containing protein	926654	603503	663915
SPO0514	"Periplasmic serine protease, DO/DeqQ family"	7.80E+06	6.00E+06	6.12E+06
SPO0515	Replication-associated recombination protein A	1.13E+06	1.05E+06	1.08E+06
SPO0516	Pseudouridine synthase (EC 5.4.99.-)	3.94E+06	3.79E+06	3.84E+06
SPO0517	"HAD-superfamily hydrolase, subfamily IA, variant 1"	1.29E+06	1.17E+06	1.07E+06
SPO0518	ATPase	3.50E+06	2.92E+06	2.96E+06
SPO0519	"Glutamate/glutamine/aspartate/asparagine ABC transporter, periplasmic substrate-binding protein"	1.21E+08	1.12E+08	1.09E+08
SPO0520	"Glutamate/glutamine/aspartate/asparagine ABC transporter, permease protein"	6.50E+06	8.00E+06	7.98E+06
SPO0521	"Glutamate/glutamine/aspartate/asparagine ABC transporter, permease protein"	3.87E+06	4.49E+06	4.66E+06
SPO0522	"Glutamate/glutamine/aspartate/asparagine ABC transporter, ATP-binding protein"	2.14E+07	2.49E+07	2.43E+07
SPO0523	Phosphoglycerate mutase family protein	5.73E+06	4.09E+06	4.24E+06
SPO0524	4Fe-4S ferredoxin-type domain-containing protein	1.25E+06	1.37E+06	1.61E+06
SPO0525	Sterol desaturase-like protein	61454.4	136862	122566
SPO0526	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	6.28E+06	8.99E+06	8.93E+06
SPO0527	"Oxidoreductase, short chain dehydrogenase/reductase family"	7.48E+06	6.88E+06	6.95E+06
SPO0528	"Membrane protein, putative"	2.79E+07	3.95E+07	3.89E+07
SPO0530	Probable GTP-binding protein EngB	4.18E+06	3.62E+06	3.50E+06
SPO0531	MOSC domain protein	4.28E+06	4.03E+06	4.09E+06
SPO0532	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	9.29E+06	1.11E+07	1.08E+07
SPO0533	"Diguanylate cyclase, putative"	420235	457763	488547
SPO0534	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	821350	804281	755772
SPO0535	K+-dependent Na+/Ca+ exchanger related-protein	323233	443814	411768
SPO0536	Putative membrane protein insertion efficiency factor	1.34E+06	1.19E+06	1.37E+06
SPO0537	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	663636	656693	869766
SPO0538	Large ribosomal subunit protein bL34 (50S ribosomal protein L34)	1.08E+08	2.54E+07	2.15E+07
SPO0539	TVP38/TMEM64 family membrane protein	343864	569402	543336
SPO0540	"Mercuric reductase, putative"	1.06E+06	1.24E+06	1.17E+06
SPO0541	histidine kinase (EC 2.7.13.3)	2.03E+06	2.47E+06	2.47E+06
SPO0543	FAD dependent oxidoreductase domain-containing protein	750955	615680	682258
SPO0544	Aminomethyl transferase family protein	383508	461610	477071
SPO0545	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	1.93E+06	2.59E+06	2.69E+06
SPO0546	Uncharacterized protein	944892	615338	665848
SPO0547	Transposase IS200-like domain-containing protein	496800	496916	505727
SPO0549	S-adenosyl-L-methionine methyltransferase	1.34E+06	1.46E+06	1.34E+06
SPO0550	Polysaccharide deacetylase	1.67E+06	1.08E+06	1.09E+06
SPO0551	Glycosyl transferase family 28 C-terminal domain-containing protein	1.09E+06	982856	1.04E+06
SPO0552	Phosphoglycerate mutase family protein	1.23E+06	1.36E+06	1.21E+06
SPO0553	"Glycosyltransferase, group 1"	993760	897478	862232
SPO0554	"Glycosyl transferase, group 1 family protein"	2.18E+06	2.01E+06	2.02E+06
SPO0555	Glycosyl transferase family 28 C-terminal domain-containing protein	3.22E+06	2.95E+06	3.15E+06
SPO0556	UDP-glucose/GDP-mannose dehydrogenase family protein	1.72E+06	2.31E+06	2.29E+06
SPO0557	Mechanosensitive ion channel family protein	1.93E+06	2.65E+06	2.66E+06
SPO0558	"Oligopeptide ABC transporter, permease protein"	1.36E+06	1.57E+06	1.50E+06
SPO0559	"Oligopeptide ABC transporter, permease protein"	605831	546345	526532
SPO0560	"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein"	6.66E+06	6.59E+06	6.83E+06
SPO0561	ABC transporter	2.96E+06	2.58E+06	2.53E+06
SPO0562	S-adenosyl-L-methionine methyltransferase	4.72E+06	4.75E+06	4.77E+06
SPO0563	"Glutathione S-transferase, putative"	4.12E+06	3.28E+06	3.35E+06
SPO0564	Aminomethyl transferase family protein	342609	439291	475396
SPO0565	Methyltransferase (EC 2.1.1.-)	139008	127995	149296
SPO0566	"Transcriptional regulator, TetR family"	334899	631871	608014
SPO0567	"Oxidoreductase, FAD-binding protein"	2.05E+06	2.01E+06	2.03E+06
SPO0568	Pyruvate ferredoxin/flavodoxin oxidoreductase family protein	1.33E+06	1.09E+06	99468.1
SPO0569	"Transcriptional regulator, AsnC family"	221601	410817	382792
SPO0570	LysM domain-containing protein	309385	269165	267655
SPO0571	PKD domain protein	389692	469057	503048
SPO0572	Adenylate/guanylate cyclase	213053	227697	227152
SPO0573	DUF3307 domain-containing protein	70339.5	62478.5	28198.2
SPO0574	"ABC transporter, transmembrane ATP-binding protein, putative"	1.55E+06	1.79E+06	1.72E+06
SPO0575	Acyl-CoA dehydrogenase (EC 1.3.99.-)	791979	1.11E+06	1.02E+06
SPO0576	"Transcriptional regulator, TetR family"	376392	375033	348904
SPO0577	Terpene utilization protein AtuA	382827	284446	327944
SPO0578	Acetyl-CoA carboxylase carboxyltransferase	389782	402408	335904
