Accession Number	Annotation	1	2	3
SPO1346	"Transcriptional regulator, LuxR family/sensory box protein"	1.09E+06	1.12E+06	1.10E+06
SPO1347	Integrins alpha chain	795934	742658	757673
SPO1348	Iron-sulfur cluster-binding protein	4.61E+06	4.93E+06	5.23E+06
SPO1349	"Lipoprotein, putative"	4.50E+06	4.93E+06	4.73E+06
SPO1351	O-succinylhomoserine sulfhydrylase (OSH sulfhydrylase) (OSHS sulfhydrylase) (EC 2.5.1.-)	5.10E+06	4.95E+06	5.34E+06
SPO1352	GTP cyclohydrolase FolE2 (EC 3.5.4.16)	2.26E+06	2.24E+06	2.19E+06
SPO1352a	Unknown	1.33E+07	1.22E+07	1.09E+07
SPO1353	Trk system potassium uptake protein	313119	311021	388286
SPO1354	Peptidoglycan binding domain protein	1.19E+07	1.26E+07	1.30E+07
SPO1355	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	7.61E+06	7.47E+06	7.30E+06
SPO1356	"Methyltransferase, FkbM family"	3.01E+06	2.98E+06	3.12E+06
SPO1356a	Unknown	6.03E+06	5.90E+06	6.02E+06
SPO1357	Sodium/glutamate symporter	123584	103622	94680.3
SPO1358	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	8.55E+06	8.09E+06	8.59E+06
SPO1359	"Pyruvate, phosphate dikinase (EC 2.7.9.1) (Pyruvate, orthophosphate dikinase)"	4.24E+06	4.35E+06	4.27E+06
SPO1360	Cell wall hydrolase SleB domain-containing protein	134422	119050	86208.3
SPO1361	Multicopper oxidase domain protein	323436	363948	381516
SPO1362	"dihydroneopterin aldolase (EC 4.1.2.25) (7,8-dihydroneopterin aldolase)"	1.91E+06	1.87E+06	1.90E+06
SPO1363	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	644907	620613	619406
SPO1364	Phosphoglucosamine mutase (EC 5.4.2.10)	6.96E+06	7.93E+06	7.52E+06
SPO1364a	Unknown	2.58E+06	2.74E+06	2.67E+06
SPO1365	"Membrane protein, putative"	146922	121524	117327
SPO1366	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)	6.78E+07	6.77E+07	6.68E+07
SPO1367	"Transcriptional regulator, AsnC family"	274152	227704	234411
SPO1368	"Transcriptional regulator, AsnC family"	585077	602550	629777
SPO1369	"Transcriptional regulator, GntR family"	6.84E+06	6.87E+06	7.23E+06
SPO1370	Aminotransferase family protein	2.56E+06	2.51E+06	2.56E+06
SPO1371	"2-octaprenyl-6-methoxyphenol hydroxylase, putative"	4.39E+06	4.56E+06	4.02E+06
SPO1372	Uncharacterized protein	2.53E+06	2.30E+06	2.44E+06
SPO1373	Metallo-beta-lactamase domain-containing protein	666488	634821	622698
SPO1374	Pyrimidine 5'-nucleotidase	2.03E+06	1.85E+06	1.92E+06
SPO1375	"Transcriptional regulator, GntR family"	3.89E+06	3.89E+06	3.84E+06
SPO1376	"Glycosyl transferase, group 2 family protein"	12559.7
SPO1377	Carbamoyl phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain)	1.96E+07	1.89E+07	1.93E+07
SPO1378	GatB/YqeY domain protein	6.94E+06	7.14E+06	7.44E+06
SPO1379	"Prephenate dehydrogenase, putative"	74093.7	62569.5	44356.8
SPO1380	Uncharacterized protein	395775	405434	433254
SPO1381	Integral membrane protein	541202	519846	532506
SPO1382	"Glycosyl transferase, group 2 family protein"	1.12E+06	879561	886298
SPO1383	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	3.42E+06	3.34E+06	3.45E+06
SPO1384	"Transcriptional regulator, MarR family"	984097	887419	858701
SPO1385	Twin-arginine translocation pathway signal sequence domain protein	296046	285052	278879
SPO1386	HIT family protein	8.26E+06	8.83E+06	9.14E+06
SPO1387	Cation efflux system protein	79612.1	37147.1	59729.3
SPO1388	"Transcriptional regulator, LuxR family/hydrolase, alpha/beta fold family"	3.66E+06	3.49E+06	3.41E+06
SPO1389	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	492707	447732	397976
SPO1390	"Thioredoxin domain protein, DsbA family"	1.10E+06	919811	989587
SPO1392	4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein	761471	634223	655313
SPO1393	Rrf2 family protein	507642	429392	473479
SPO1394	"Beta-lactamase, putative"
SPO1395	"Transcriptional regulator, AraC family"	167539	115704	144527
SPO1396	"Transporter, putative"	296926	238394	215466
SPO1397	Efflux pump membrane transporter	3.09E+06	2.75E+06	2.94E+06
SPO1398	"Efflux transporter, RND family, MFP subunit"	8.63E+06	8.46E+06	8.60E+06
SPO1399	"Transcriptional regulator, AraC family"	757616	682628	685955
SPO1400	3-keto-5-aminohexanoate cleavage enzyme	469253	449954	486743
SPO1401	"Aminotransferase, class III"	1.86E+06	1.84E+06	1.80E+06
SPO1402	Lipoprotein	187571	252322	314012
SPO1403	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	9.98E+06	1.01E+07	1.04E+07
SPO1404	"Membrane protein, putative"	911179	1.08E+06	1.16E+06
SPO1405	Tyrosinase domain protein	3.65E+06	3.88E+06	4.04E+06
SPO1406	"Membrane protein, putative"	197321	123157	183417
SPO1407	Uncharacterized protein	437731	375837	441904
SPO1408	Pseudouridine synthase (EC 5.4.99.-)	2.14E+06	1.92E+06	1.88E+06
SPO1409	RNA polymerase sigma factor RpoH (RNA polymerase sigma-32 factor)	1.27E+07	1.25E+07	1.34E+07
SPO1410	Renal dipeptidase family protein	1.45E+06	1.43E+06	1.28E+06
SPO1411	"C4-type zinc finger protein, DksA/TraR family"	233725	208903	199745
SPO1412a	Unknown	6.18E+06	5.59E+06	5.40E+06
SPO1413	Oligoendopeptidase F (EC 3.4.24.-)	1.70E+07	1.72E+07	1.83E+07
SPO1414	"Hydrolase, alpha/beta fold family"	6.22E+06	6.05E+06	6.02E+06
SPO1415	Sterol carrier family protein	1.21E+07	1.43E+07	1.33E+07
SPO1416	TPR domain protein	724184	653666	566658
SPO1417	"Helicase, putative"	1.90E+07	1.92E+07	1.92E+07
SPO1418	S4 domain protein	1.29E+06	1.61E+06	1.36E+06
SPO1419	Ferredoxin	5.14E+06	5.32E+06	5.24E+06
SPO1420	"Transcriptional regulator, CarD family"	1.45E+07	1.45E+07	1.60E+07
SPO1421	Cation channel family protein	168845	179245	194276
SPO1422	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	793766	695952	875615
SPO1423	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	3.61E+06	3.53E+06	3.51E+06
SPO1424	Glutathione-regulated potassium-efflux system protein	1.48E+06	1.43E+06	1.49E+06
SPO1425	"Transcriptional regulator, AsnC family"	686223	584241	641852
SPO1426	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	440746	378455	401922
SPO1427	Type IV pilus biogenesis protein PilP	5.25E+06	5.93E+06	5.63E+06
SPO1429	"Outer membrane protein, 28Kda"	4.23E+07	4.64E+07	4.73E+07
SPO1430	Antibiotic efflux protein	122175
SPO1431	O-acetylhomoserine aminocarboxypropyltransferase (EC 2.5.1.49)	1.65E+07	1.52E+07	1.63E+07
SPO1432	Rhodanese domain protein	2.45E+06	2.52E+06	2.77E+06
SPO1433	"Oxidoreductase, aldo/keto reductase family"	1.18E+07	1.21E+07	1.21E+07
SPO1434	"Transcriptional regulator, AraC family"	348796	335000	327674
SPO1435	NADPH dependent quinone reductase	879651	826099	829433
SPO1436	L-carnitine dehydrogenase (CDH) (L-CDH) (EC 1.1.1.108)	461341	409091	431419
SPO1437	"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase (EC 1.1.1.-)"	72896	66053.9	72261.6
SPO1438	Uncharacterized protein	1.58E+06	1.16E+06	1.29E+06
SPO1439	"DNA binding protein, putative"	493436	480082	466376
SPO1442	"Membrane protein, putative"	578231	515418	528539
SPO1443	ATP-dependent RNA helicase RhlE	1.67E+07	1.71E+07	1.69E+07
SPO1444	"Glycosyl transferase, group 2 family protein"	1.37E+06	1.39E+06	1.28E+06
SPO1445	"Oxidoreductase, short chain dehydrogenase/reductase family"	870203	966822	920361
SPO1446	"Cyclase, putative"	1.09E+06	1.04E+06	1.03E+06
SPO1447	"Oxidoreductase, short chain dehydrogenase/reductase family"	1.13E+06	1.10E+06	1.09E+06
SPO1448	Thiolase	728666	611758	616352
SPO1449	AMP-binding protein	785578	805068	801367
SPO1450	"Aromatic 1,2-dioxygenase, beta subunit"	347965	295380	288181
SPO1451	"Aromatic 1,2-dioxygenase, alpha subunit"	2.03E+06	1.94E+06	1.94E+06
SPO1452	Oxidoreductase NAD-binding domain/2Fe-2S iron-sulfur cluster binding domain protein	228455	237051	222839
SPO1453	"Transcriptional regulator, MarR family"	1.82E+06	1.84E+06	1.99E+06
SPO1454	"TRAP dicarboxylate transporter, DctP subunit"	575616	518461	646156
SPO1455	TRAP transporter small permease protein	244766	230889	238852
SPO1456	TRAP transporter large permease protein	82253.3	72998.7	68930.1
SPO1457	Thioesterase family protein	4.05E+06	3.98E+06	4.07E+06
SPO1458	"Transcriptional regulator, MarR family"	503505	456618	504223
SPO1459	"Indolepyruvate oxidoreductase, IorA subunit, putative"	560139	545654	600420
SPO1460	"Indolepyruvate oxidoreductase, IorB subunit, putative"	628789	621459	650757
SPO1461	Hydantoin racemase	1.02E+06	1.01E+06	1.02E+06
SPO1462	OmpA family protein	721508	689783	687366
SPO1463	TRAP transporter large permease protein	61935.8	43286.9	54129.3
SPO1464	TRAP transporter small permease protein	100056	127223	158960
SPO1465	"TRAP dicarboxylate transporter, DctP subunit, putative"	869838	860506	908516
SPO1466	"Opine dehydrogenase, putative"	93433.6	97076.4	101178
SPO1467	3-hydroxyacyl-CoA dehydrogenase family protein	68961	54232.5	62480.3
SPO1468	Aminotransferase family protein	591115	585774	607607
SPO1469	"3-ketosteroid dehydrogenase, putative"	719244	830996	632363
SPO1470	Isocitrate lyase family protein	249444	231712	236785
SPO1471	Isochorismatase family protein	431617	360580	353691
SPO1472	Hydantoin utilization protein A	339669	310893	361161
SPO1473	"Hydantoin utilization protein B, putative"	141788	130460	134774
SPO1474	"Tautomerase, putative"	206282	206133	194828
SPO1475	"Transcriptional regulator, GntR family"	368675	365749	365455
SPO1476	3-isopropylmalate dehydratase (EC 4.2.1.33)	527268	472837	480233
SPO1477	3-isopropylmalate dehydratase (EC 4.2.1.33)	217300	204690	201466
SPO1478	RNA polymerase sigma factor	796675	702444	558694
SPO1479	"Transcriptional activator, putative"	666819	688071	657940
SPO1480	"Oxidoreductase, short-chain dehydrogenase/reductase family"	684021	632626	531412
SPO1481	Cyclopropane/cyclopropene fatty acid synthesis protein	238030	180559	144811
SPO1482	Amine oxidase domain-containing protein	1.31E+07	1.13E+07	8.71E+06
SPO1483	"Cyclopropane-fatty-acyl-phospholipid synthase, putative"	2.21E+06	1.91E+06	1.58E+06
SPO1484	Chalcone isomerase domain-containing protein	214895	228890	182824
SPO1485	Sodium:galactoside symporter family protein	109172	80203.9	75444.5
SPO1486	Lipoprotein	944762	812922	728428
SPO1488	"Transcriptional regulator, LuxR family"	592710	502867	486797
SPO1489	Indole acetamide hydrolase (EC 3.5.1.-)	93921.4	84499.9	87984
SPO1490	"Regulatory protein, putative"	74715.6	135886	75255.9
SPO1491	"Branched-chain amino acid ABC transporter, permease protein"	356960		269839
SPO1492	"Branched-chain amino acid ABC transporter, permease/ATP-binding protein"	34884.1	82143.9	109052
SPO1493	"Branched-chain amino acid ABC transporter, ATP-binding protein"	48708	65204.3	64469.5
SPO1494	"2-hydroxychromene-2-carboxylate isomerase, putative"	279588	268734	280151
SPO1495	"ABC transporter, ATP-binding protein"	1.88E+06	1.80E+06	1.47E+06
SPO1496	"ABC transporter, permease protein"	1.24E+06	1.21E+06	1.05E+06
SPO1497	"Efflux transporter, RND family, MFP subunit"	6.82E+06	6.65E+06	6.20E+06
SPO1498	Fumarate hydratase class I (EC 4.2.1.2)	2.16E+07	2.24E+07	2.10E+07
SPO1499	"Hydrolase, alpha/beta fold family"	2.29E+06	2.09E+06	2.22E+06
SPO1500	PqqA peptide cyclase (EC 1.21.98.4) (Coenzyme PQQ synthesis protein E) (Pyrroloquinoline quinone biosynthesis protein E)	3.21E+06	3.12E+06	2.79E+06
SPO1501	PqqA binding protein (Coenzyme PQQ synthesis protein D) (Pyrroloquinoline quinone biosynthesis protein D)	1.66E+06	1.79E+06	1.74E+06
SPO1502	Pyrroloquinoline-quinone synthase (EC 1.3.3.11) (Coenzyme PQQ synthesis protein C) (Pyrroloquinoline quinone biosynthesis protein C)	4.10E+06	3.80E+06	3.30E+06
SPO1503	Coenzyme PQQ synthesis protein B (Pyrroloquinoline quinone biosynthesis protein B)	2.71E+06	2.74E+06	2.31E+06
SPO1505	histidine kinase (EC 2.7.13.3)	925941	862411	823568
SPO1506	GfdT protein	651363	633524	623172
SPO1507	"DNA-binding response regulator, LuxR family"	4.04E+06	3.89E+06	3.63E+06
SPO1508	Quinoprotein ethanol dehydrogenase (EC 1.1.99.-)	3.19E+06	2.98E+06	3.00E+06
SPO1509	Cytochrome c family protein	59917	42555.7	61068.3
SPO1510	Transport permease protein	112281	90493.4	85229.3
SPO1511	"Efflux ABC transporter, ATP-binding protein"	1.76E+06	1.65E+06	1.59E+06
SPO1512	MSP domain-containing protein	7.75E+06	7.09E+06	7.22E+06
SPO1513	YNCE-like beta-propeller domain-containing protein	2.57E+06	1.89E+06	2.00E+06
SPO1514	Leucine-binding protein domain-containing protein	4.26E+06	4.18E+06	3.90E+06
SPO1515	"Cytochrome c550, putative"	1.67E+06	1.48E+06	1.42E+06
SPO1516	"Amino acid ABC transporter, periplasmic substrate-binding protein, putative"	1.31E+06	1.15E+06	1.10E+06
SPO1517	Carbon monoxide dehydrogenase operon G protein	1.76E+07	1.93E+07	1.84E+07
SPO1518	"Carbon-monoxide dehydrogenase, small subunit (EC 1.2.99.2)"	8.12E+06	8.67E+06	8.11E+06
SPO1519	"Carbon monoxide dehydrogenase, large subunit (EC 1.2.99.2)"	8.38E+06	8.04E+06	7.86E+06
SPO1520	"Carbon monoxide dehydrogenase, medium subunit, putative"	1.46E+07	1.42E+07	1.42E+07
SPO1521	"Regulatory protein, putative"	326457	307175	301496
SPO1522	Rhodanese domain-containing protein	742680	681847	776941
SPO1523	Metallo-beta-lactamase family protein	536202	459732	469243
SPO1524	Quinoprotein dehydrogenase-associated SoxYZ-like carrier	81210.6	60141.2	54170.6
SPO1525	"Transporter, AcrB/AcrD/AcrF family"	127865	114593	97125.8
SPO1526	"Efflux transporter, RND family, MFP subunit"	204830	168524	190855
SPO1527	VTC domain-containing protein	55354.8	57749.6	55122.9
SPO1528	Auto-transporter adhesin head GIN domain-containing protein	280083	292298	275056
SPO1530	Integral membrane protein MviN	464381	573994	396522
SPO1531	BioF2-like acetyltransferase domain-containing protein	344690	281020	338968
SPO1532	Uncharacterized protein	719404	658340	640300
SPO1533	"Glycosyl transferase, group 1 family protein"	1.43E+06	1.54E+06	1.54E+06
SPO1535	Chitooligosaccharide deacetylase (Nodulation protein B)	305303	243758	327313
SPO1536	"Glycosyltransferase, group 1"	1.79E+06	1.88E+06	1.77E+06
SPO1537	"Twin-arginine translocation pathway signal sequence domain protein, putative"			51020.3
SPO1538	Chain length determinant protein	360124	323774	346957
SPO1540	"Glycosyl transferase, group 2"	73372.2	57210.5	50623
SPO1541	"Transcriptional regulator, LysR family"	888815	945523	896148
SPO1542	Renal dipeptidase family protein	1.23E+06	1.20E+06	1.19E+06
SPO1543	"Peptide/opine/nickel uptake family ABC transporter, periplasmic substrate-binding protein"	5.12E+06	5.45E+06	5.73E+06
SPO1544	"Peptide/opine/nickel uptake family ABC transporter, permease protein"	255870	265580	281170
SPO1545	"Peptide/opine/nickel uptake family ABC transporter, permease protein"	786872	736146	756026
SPO1546	"Peptide/opine/nickel uptake family ABC transporter, ATP-binding protein"	941584	957071	980881
SPO1547	"Peptide/opine/nickel uptake family ABC transporter, ATP-binding protein"	949655	1.04E+06	1.02E+06
SPO1548	Trimethylamine N-oxide-binding protein (TMAO-binding protein)	112871	111466	128362
SPO1549	Trimethylamine N-oxide transport system ATP-binding protein TmoW (TMAO transport system ATP-binding protein TmoW) (EC 7.6.2.9)	154287	150744	151593
SPO1551	Trimethylamine monooxygenase (TMA monooxygenase) (Tmm) (EC 1.14.13.148)	253150	223678	237707
SPO1552	"ABC transporter, periplasmic substrate-binding protein, putative"	586910	537963	537488
SPO1553	"Transcriptional regulator, GntR family"	3.28E+06	3.28E+06	3.45E+06
SPO1554	Ammonium transporter family protein	49588.5
SPO1556	formate dehydrogenase (EC 1.17.1.9)	2.61E+06	2.68E+06	2.00E+06
SPO1557	Unknown	6.44E+06	6.33E+06	6.44E+06
SPO1558	Unknown	209993	168213	183500
SPO1559	Unknown	5.42E+06	5.02E+06	5.18E+06
SPO1560	Bifunctional protein FolD 2 [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	441702	332933	343531
SPO1562	Trimethylamine-oxide aldolase (EC 4.1.2.32) (Trimethylamine N-oxide demethylase) (TMAO demethylase) (Tdm)	2.70E+06	2.58E+06	2.52E+06
SPO1563	Protozoan/cyanobacterial globin family protein	81675.9	62276.7	55137.4
SPO1564	MOFRL domain protein	522568	508878	536057
SPO1565	"Citrate lyase, putative"	912780	884474	842348
SPO1566	"DNA-binding response regulator, LuxR family"	872556	868997	824982
SPO1567	"Aminotransferase, putative"	454279	405633	411587
SPO1568	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	350801	396589	314069
SPO1569	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	101547	122070	131044
SPO1570	D-isomer specific 2-hydroxyacid dehydrogenase family protein	88948.6	101024	77764.9
SPO1571	Phosphoenolpyruvate carboxylase	266436	326541	322586
SPO1572	Unknown	5.26E+07	5.02E+07	5.19E+07
SPO1573	Glutamine synthetase III (EC 6.3.1.2)	1.54E+06	1.43E+06	1.37E+06
SPO1574	Glutamate synthase family protein	1.23E+06	1.12E+06	1.16E+06
SPO1575	FwdC/FmdC family protein	610295	658190	635861
SPO1576	"Glutamine amidotransferase, class II"	803901	715575	713969
SPO1579	Aminomethyl transferase family protein	1.19E+06	1.15E+06	1.11E+06
SPO1580	Uncharacterized protein	464085	527608	509134
SPO1581	Oxidoreductase NAD-binding domain/2Fe-2S iron-sulfur cluster binding domain protein	456465	370576	313447
SPO1582	DUF3445 domain-containing protein	572855	574201	576775
SPO1583	"DNA-binding protein, putative"	4.74E+06	4.84E+06	4.78E+06
SPO1584	"Transcriptional regulator, AraC family"	282865	272833	285940
SPO1585	"Sarcosine oxidase, gamma subunit family"	129025	102253	99789.8
SPO1586	"Sarcosine oxidase, alpha subunit family"	1.79E+06	1.71E+06	1.93E+06
SPO1587	"Sarcosine oxidase, delta subunit family"	101977	101802	102855
SPO1588	"Sarcosine oxidase, beta subunit family"	49003.5	37680.2	47738.8
SPO1589	Carboxymuconolactone decarboxylase family protein	2.67E+06	2.67E+06	2.55E+06
SPO1590	Rieske 2Fe-2S domain protein	119433	121107	111546
SPO1591	SIS domain protein	550537	545477	587302
SPO1592	Aminomethyl transferase family protein	413941	393510	391356
SPO1593	"Alcohol dehydrogenase, zinc-containing"	816678	869040	922327
SPO1594	"Mandelate racemase/muconate lactonizing enzyme, putative"	205020	214184	205483
SPO1595	Mandelate racemase/muconate lactonizing enzyme	232611	258078	249713
SPO1596	Dimethylsulfonioproprionate lyase DddQ (DMSP lyase) (EC 4.4.1.3)	431843	436206	453674
SPO1597	"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)"	968334	907171	941699
SPO1598	N-terminal of MaoC-like dehydratase domain-containing protein	4.52E+06	4.25E+06	3.90E+06
SPO1599	MmgE/PrpD family protein	135458	130075	117694
SPO1600	Fumarylacetoacetate hydrolase family protein	46335.4	43417.8	52604
SPO1601	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	191133	179223	180112
SPO1602	Methyltransferase (EC 2.1.1.-)	109142	79751.3	51080.4
SPO1603	Malate/L-lactate dehydrogenase family protein	91420.8	86589.4	82765.9
SPO1604	"Transcriptional regulator, LysR family"	460567	446802	469555
SPO1605	Amidohydrolase 3 domain-containing protein	724343	735999	722997
SPO1606	Putrescine-binding periplasmic protein	1.57E+06	1.62E+06	1.68E+06
SPO1607	Spermidine/putrescine transport system permease protein PotC			28189.9
SPO1608	"Spermidine/putrescine ABC transporter, permease protein"	91242.3	51791.8	69562.6
SPO1609	Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11)	270758	286229	286877
SPO1610	"Transcriptional regulator, LuxR family"	204723	179853	219438
SPO1612	Twin-arginine translocation pathway signal sequence domain protein	1.26E+06	1.67E+06	1.51E+06
SPO1614	DsrE/DsrF-like family protein	637050	563826	611189
SPO1615	Cyclic nucleotide-binding protein	844379	827839	733502
SPO1620	Glyoxalase family protein	1.14E+06	1.11E+06	1.07E+06
SPO1621	TfoX domain protein	1.37E+06	1.20E+06	1.31E+06
SPO1622	Cytochrome P450 family protein	1.82E+06	1.66E+06	1.48E+06
SPO1623	histidine kinase (EC 2.7.13.3)	2.54E+06	2.38E+06	2.46E+06
SPO1624	DNA-binding response regulator	3.83E+06	3.78E+06	4.24E+06
SPO1625	Probable periplasmic serine endoprotease DegP-like (EC 3.4.21.107) (Protease Do)	1.25E+07	1.46E+07	1.79E+07
SPO1626	Type I secretion target repeat protein	542055	514243	563916
SPO1627	MobA-like NTP transferase domain-containing protein	1.32E+06	1.46E+06	1.43E+06
SPO1628	Aminomethyl transferase family protein	352148	339413	358008
SPO1629	DUF2254 domain-containing protein	1.20E+06	1.22E+06	1.19E+06
